run_id,technology,migration_method,network_migration,checkpoint_ms,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes
30-04-2026-direct-precopy-0003,CRIU,precopy,no,289,33147,3076,392,3757,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:16:30.340156,1_WiFi_6,3959.0,289.0,18800.0,0.0,0.0
30-04-2026-direct-precopy-0004,CRIU,precopy,no,305,33099,3055,306,3666,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:17:01.929381,1_WiFi_6,3915.0,305.0,18187.0,0.0,0.0
30-04-2026-direct-precopy-0005,CRIU,precopy,no,332,33136,3043,657,4032,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:17:34.474930,1_WiFi_6,4025.0,332.0,18696.0,0.0,0.0
30-04-2026-direct-precopy-0006,CRIU,precopy,no,326,33130,3069,317,3712,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:18:06.042518,1_WiFi_6,3947.0,326.0,18196.0,0.0,0.0
30-04-2026-direct-precopy-0007,CRIU,precopy,no,292,32967,3525,357,4174,0.07,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:18:38.645057,1_WiFi_6,3914.0,292.0,18625.0,0.0,0.0
30-04-2026-direct-precopy-0008,CRIU,precopy,no,296,32951,3083,308,3687,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:19:10.377565,1_WiFi_6,3970.0,296.0,18429.0,0.0,0.0
30-04-2026-direct-precopy-0009,CRIU,precopy,no,339,32998,3096,287,3722,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:19:42.943187,1_WiFi_6,3896.0,339.0,18866.0,0.0,0.0
30-04-2026-direct-precopy-0010,CRIU,precopy,no,319,32798,2982,301,3602,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:20:14.697586,1_WiFi_6,3941.0,319.0,18297.0,0.0,0.0
30-04-2026-direct-precopy-0011,CRIU,precopy,no,293,33183,3156,348,3797,0.08,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:20:47.182796,1_WiFi_6,3934.0,293.0,18882.0,0.0,0.0
30-04-2026-host-postcopy-0002,CRIU,postcopy,no,996,23358,7361,393,8750,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:21:21.335408,1_WiFi_6,0.0,996.0,20646.0,6866.0,3147.0
