run_id,technology,migration_method,network_migration,checkpoint_ms,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp
13-04-2026-direct-cold-0005,CRIU,cold,no,587,25294,2534,298,3419,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:39:54.002300
13-04-2026-direct-cold-0006,CRIU,cold,no,604,25440,2539,317,3460,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:40:20.832218
13-04-2026-direct-cold-0007,CRIU,cold,no,623,25185,2503,316,3442,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:40:48.026784
13-04-2026-direct-cold-0008,CRIU,cold,no,607,25160,2531,307,3445,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:41:14.785372
13-04-2026-direct-cold-0009,CRIU,cold,no,619,25504,2509,318,3446,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:41:42.002434
13-04-2026-direct-cold-0010,CRIU,cold,no,613,25403,2499,303,3415,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:42:08.676686
13-04-2026-direct-cold-0011,CRIU,cold,no,915,25221,2881,308,4104,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:42:36.054746
13-04-2026-direct-cold-0012,CRIU,cold,no,600,25257,2523,305,3428,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:43:02.879943
13-04-2026-direct-cold-0013,CRIU,cold,no,632,25344,2540,305,3477,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:43:29.594371
13-04-2026-direct-cold-0014,CRIU,cold,no,616,25471,2541,318,3475,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:43:56.816009
13-04-2026-direct-cold-0015,CRIU,cold,no,599,25341,2527,312,3438,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:44:23.504467
13-04-2026-direct-cold-0016,CRIU,cold,no,610,25185,2530,308,3448,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:44:50.794449
13-04-2026-direct-cold-0017,CRIU,cold,no,606,25326,2538,321,3465,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:45:17.628688
13-04-2026-direct-cold-0018,CRIU,cold,no,912,25237,2561,320,3793,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:45:45.042105
13-04-2026-direct-cold-0019,CRIU,cold,no,632,25580,2533,310,3475,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:46:11.807607
13-04-2026-direct-cold-0020,CRIU,cold,no,611,25284,2823,313,3747,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:46:38.727050
13-04-2026-direct-cold-0021,CRIU,cold,no,625,25510,2553,311,3489,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:47:05.872517
13-04-2026-direct-cold-0022,CRIU,cold,no,606,25282,2547,315,3468,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:47:32.713540
13-04-2026-direct-cold-0023,CRIU,cold,no,603,25249,2571,308,3482,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:47:59.936755
13-04-2026-direct-cold-0024,CRIU,cold,no,609,25318,2545,317,3471,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:48:26.732424
13-04-2026-direct-cold-0025,CRIU,cold,no,884,25250,2534,312,3730,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:48:54.047072
13-04-2026-direct-cold-0026,CRIU,cold,no,617,25306,2513,305,3435,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:49:20.939471
13-04-2026-direct-cold-0027,CRIU,cold,no,630,25286,2537,290,3457,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:49:48.027997
13-04-2026-direct-cold-0028,CRIU,cold,no,610,25240,2531,325,3466,0.08,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:50:15.310360
13-04-2026-direct-cold-0029,CRIU,cold,no,620,25290,2801,323,3744,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-13T01:50:42.310012
13-04-2026-host-precopy-0000,CRIU,precopy,no,594,31167,5959,307,6860,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:51:14.741982
13-04-2026-host-precopy-0001,CRIU,precopy,no,579,32463,5994,321,6894,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:51:47.392759
13-04-2026-host-precopy-0002,CRIU,precopy,no,588,32032,6099,316,7003,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:52:19.938095
13-04-2026-host-precopy-0003,CRIU,precopy,no,609,33086,6125,302,7036,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:52:52.333979
13-04-2026-host-precopy-0004,CRIU,precopy,no,609,32481,6021,351,6981,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:53:25.565751
13-04-2026-host-precopy-0005,CRIU,precopy,no,587,32360,6029,368,6984,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:53:58.200877
13-04-2026-host-precopy-0006,CRIU,precopy,no,582,31701,6183,314,7079,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:54:31.490792
13-04-2026-host-precopy-0007,CRIU,precopy,no,584,32374,5972,331,6887,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:55:03.863350
13-04-2026-host-precopy-0008,CRIU,precopy,no,633,31633,6190,331,7154,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:55:37.026983
13-04-2026-host-precopy-0009,CRIU,precopy,no,606,32556,6085,327,7018,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:56:09.749572
13-04-2026-host-precopy-0010,CRIU,precopy,no,613,33153,6309,304,7226,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:56:43.059637
13-04-2026-host-precopy-0011,CRIU,precopy,no,580,31843,6166,313,7059,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:57:15.676850
13-04-2026-host-precopy-0012,CRIU,precopy,no,622,31856,6276,333,7231,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:57:48.789876
13-04-2026-host-precopy-0013,CRIU,precopy,no,599,32979,6129,304,7032,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:58:21.704444
13-04-2026-host-precopy-0014,CRIU,precopy,no,737,31859,6128,302,7167,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:58:54.996422
13-04-2026-host-precopy-0015,CRIU,precopy,no,606,31436,5944,310,6860,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:59:27.036344
13-04-2026-host-precopy-0016,CRIU,precopy,no,585,31576,5919,301,6805,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T01:59:59.496870
13-04-2026-host-precopy-0017,CRIU,precopy,no,584,32418,5971,302,6857,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:00:31.482076
13-04-2026-host-precopy-0018,CRIU,precopy,no,642,32457,6124,294,7060,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:01:03.981414
13-04-2026-host-precopy-0019,CRIU,precopy,no,603,32498,6136,308,7047,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:01:36.903223
13-04-2026-host-precopy-0020,CRIU,precopy,no,589,33153,6132,324,7045,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:02:09.634586
13-04-2026-host-precopy-0021,CRIU,precopy,no,604,32036,6066,313,6983,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:02:42.001704
13-04-2026-host-precopy-0022,CRIU,precopy,no,600,31589,6001,306,6907,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:03:14.617849
13-04-2026-host-precopy-0023,CRIU,precopy,no,589,31733,6066,307,6962,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:03:46.988942
13-04-2026-host-precopy-0024,CRIU,precopy,no,645,33052,6360,317,7322,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:04:20.625771
13-04-2026-host-precopy-0025,CRIU,precopy,no,601,32458,6022,315,6938,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:04:53.213278
13-04-2026-host-precopy-0026,CRIU,precopy,no,621,31817,5983,306,6910,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:05:25.965914
13-04-2026-host-precopy-0027,CRIU,precopy,no,616,32999,6026,314,6956,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:05:58.342616
13-04-2026-host-precopy-0028,CRIU,precopy,no,715,32509,5958,303,6976,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:06:31.162574
13-04-2026-host-precopy-0029,CRIU,precopy,no,593,32271,6066,309,6968,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-13T02:07:03.561958
13-04-2026-direct-precopy-0000,CRIU,precopy,no,587,31776,2562,307,3456,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:07:34.535015
13-04-2026-direct-precopy-0001,CRIU,precopy,no,604,32364,2771,308,3683,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:08:06.060279
13-04-2026-direct-precopy-0002,CRIU,precopy,no,606,32984,2541,315,3462,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:08:36.911100
13-04-2026-direct-precopy-0003,CRIU,precopy,no,594,32977,2608,305,3507,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:09:07.969053
13-04-2026-direct-precopy-0004,CRIU,precopy,no,622,33048,2553,324,3499,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:09:38.784647
13-04-2026-direct-precopy-0005,CRIU,precopy,no,600,33027,2591,327,3518,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:10:10.014577
13-04-2026-direct-precopy-0006,CRIU,precopy,no,618,33079,2548,309,3475,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:10:40.834757
13-04-2026-direct-precopy-0007,CRIU,precopy,no,614,31777,2556,315,3485,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:11:11.653781
13-04-2026-direct-precopy-0008,CRIU,precopy,no,603,31854,2556,316,3475,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:11:42.749495
13-04-2026-direct-precopy-0009,CRIU,precopy,no,597,32251,2557,313,3467,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:12:13.928572
13-04-2026-direct-precopy-0010,CRIU,precopy,no,591,32149,2568,316,3475,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:12:44.772011
13-04-2026-direct-precopy-0011,CRIU,precopy,no,587,32457,2796,358,3741,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:13:16.292791
13-04-2026-direct-precopy-0012,CRIU,precopy,no,708,33073,2542,307,3557,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:13:47.737046
13-04-2026-direct-precopy-0013,CRIU,precopy,no,616,31368,2578,307,3501,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:14:18.963325
13-04-2026-direct-precopy-0014,CRIU,precopy,no,586,31823,2537,315,3438,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:14:50.083928
13-04-2026-direct-precopy-0015,CRIU,precopy,no,599,32480,2547,316,3462,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:15:21.104064
13-04-2026-direct-precopy-0016,CRIU,precopy,no,614,31254,2576,316,3506,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:15:51.882418
13-04-2026-direct-precopy-0017,CRIU,precopy,no,601,31971,2583,301,3485,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:16:22.943749
13-04-2026-direct-precopy-0018,CRIU,precopy,no,596,33181,2600,318,3514,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:16:53.821773
13-04-2026-direct-precopy-0019,CRIU,precopy,no,586,31892,2790,319,3695,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:17:24.769325
13-04-2026-direct-precopy-0020,CRIU,precopy,no,588,31747,2574,301,3463,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:17:55.707710
13-04-2026-direct-precopy-0021,CRIU,precopy,no,600,32467,2522,305,3427,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:18:26.530408
13-04-2026-direct-precopy-0022,CRIU,precopy,no,581,32582,2571,308,3460,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:18:57.403441
13-04-2026-direct-precopy-0023,CRIU,precopy,no,590,31845,2585,310,3485,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:19:28.640174
13-04-2026-direct-precopy-0024,CRIU,precopy,no,599,31606,2572,300,3471,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:19:59.704452
13-04-2026-direct-precopy-0025,CRIU,precopy,no,610,32405,2560,308,3478,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:20:30.647106
13-04-2026-direct-precopy-0026,CRIU,precopy,no,594,31788,2536,319,3449,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:21:01.881184
13-04-2026-direct-precopy-0027,CRIU,precopy,no,601,33083,2562,317,3480,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:21:32.907226
13-04-2026-direct-precopy-0028,CRIU,precopy,no,590,32450,2551,324,3465,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:22:04.011573
13-04-2026-direct-precopy-0029,CRIU,precopy,no,587,31503,2633,314,3534,0.1,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-13T02:22:35.395124
13-04-2026-host-postcopy-0000,CRIU,postcopy,no,1035,22565,6310,313,7658,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:23:07.948712
13-04-2026-host-postcopy-0001,CRIU,postcopy,no,1256,22658,6034,324,7614,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:23:40.749104
13-04-2026-host-postcopy-0002,CRIU,postcopy,no,1030,22653,6111,319,7460,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:24:12.855165
13-04-2026-host-postcopy-0003,CRIU,postcopy,no,1002,22672,5764,325,7091,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:24:45.073884
13-04-2026-host-postcopy-0004,CRIU,postcopy,no,1013,22767,6373,319,7705,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:25:17.354607
13-04-2026-host-postcopy-0005,CRIU,postcopy,no,1014,22602,5788,319,7121,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:25:49.840203
13-04-2026-host-postcopy-0006,CRIU,postcopy,no,1028,22607,6028,314,7370,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:26:22.113541
13-04-2026-host-postcopy-0007,CRIU,postcopy,no,1025,22574,5840,316,7181,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:26:54.603179
13-04-2026-host-postcopy-0008,CRIU,postcopy,no,1013,22586,6041,322,7376,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:27:26.886418
13-04-2026-host-postcopy-0009,CRIU,postcopy,no,1044,22539,5723,310,7077,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:27:59.223620
13-04-2026-host-postcopy-0010,CRIU,postcopy,no,1071,22714,6002,317,7390,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:28:31.177886
13-04-2026-host-postcopy-0011,CRIU,postcopy,no,1015,22584,5797,321,7133,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:29:03.350338
13-04-2026-host-postcopy-0012,CRIU,postcopy,no,1011,22491,5976,317,7304,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:29:35.229284
13-04-2026-host-postcopy-0013,CRIU,postcopy,no,1049,22671,5741,317,7107,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:30:07.854061
13-04-2026-host-postcopy-0014,CRIU,postcopy,no,1024,22700,5977,319,7320,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:30:39.796804
13-04-2026-host-postcopy-0015,CRIU,postcopy,no,1027,22639,5721,331,7079,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:31:12.169290
13-04-2026-host-postcopy-0016,CRIU,postcopy,no,1040,22572,5982,313,7335,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:31:44.455615
13-04-2026-host-postcopy-0017,CRIU,postcopy,no,1028,22563,5767,313,7108,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:32:16.659702
13-04-2026-host-postcopy-0018,CRIU,postcopy,no,994,22611,6169,321,7484,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:32:48.751371
13-04-2026-host-postcopy-0019,CRIU,postcopy,no,1046,22776,5698,316,7060,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:33:21.131961
13-04-2026-host-postcopy-0020,CRIU,postcopy,no,1047,22747,6006,322,7375,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:33:53.144547
13-04-2026-host-postcopy-0021,CRIU,postcopy,no,1016,22577,5820,326,7162,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:34:25.661391
13-04-2026-host-postcopy-0022,CRIU,postcopy,no,1016,22665,6030,328,7374,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:34:58.337133
13-04-2026-host-postcopy-0023,CRIU,postcopy,no,1026,22565,5783,311,7120,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:35:30.456154
13-04-2026-host-postcopy-0024,CRIU,postcopy,no,1024,22697,5972,311,7307,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-13T02:36:02.483857
