run_id,profile_label,benchmark,method_label,transfer_mode,success,notes,source_plot_dir
13-05-2026-host-cold-0018,TEE Best,Game of Life (CRIU),Cold,host,False,transfer_mode=host;relay_node=edge-host-1; transfer_failed,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0000,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0001,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0002,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0003,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0004,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0005,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0006,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0007,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0008,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0009,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0010,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0011,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0012,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0013,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0014,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0015,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0016,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0017,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0018,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
13-05-2026-host-postcopy-0019,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0000,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0001,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0002,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0003,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0004,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0005,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0006,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0008,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0009,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0010,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0011,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0012,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0013,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0014,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0015,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0016,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0017,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0018,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
14-05-2026-host-postcopy-0019,TEE Best,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-12_144737__5_tee_best__03__game-of-life-migration
15-05-2026-direct-precopy-0002,TEE Avg,Counter (CRIU),Pre-copy,direct,False,transfer_mode=direct;iterations=3; predump_transfer_failed_2,Container/metrics/plots/2026-05-15_032437__6_tee_avg__01__counter-migration
15-05-2026-host-precopy-0022,TEE Avg,Counter (CRIU),Pre-copy,host,False,transfer_mode=host;iterations=3;relay_node=edge-host-1; predump_transfer_failed_3,Container/metrics/plots/2026-05-15_032437__6_tee_avg__01__counter-migration
15-05-2026-direct-cold-0008,TEE Avg,TCP Client (CRIU),Cold,direct,False,transfer_mode=direct;workload=tcp-client; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-cold-0003,TEE Avg,TCP Client (CRIU),Cold,direct,False,transfer_mode=direct;workload=tcp-client; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0004,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=868;precopy_stream_transfer_ms=128901;precopy_stream_unpack_ms=1247;precopy_stream_bytes=21839; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0010,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=1003;precopy_stream_transfer_ms=123744;precopy_stream_unpack_ms=1194;precopy_stream_bytes=22381; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0011,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=877;precopy_stream_transfer_ms=128343;precopy_stream_unpack_ms=1188;precopy_stream_bytes=22619; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0013,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=903;precopy_stream_transfer_ms=129249;precopy_stream_unpack_ms=876;precopy_stream_bytes=22015; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0018,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=883;precopy_stream_transfer_ms=128537;precopy_stream_unpack_ms=1191;precopy_stream_bytes=23140; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0020,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=992;precopy_stream_transfer_ms=136775;precopy_stream_unpack_ms=944;precopy_stream_bytes=23118; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0021,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=1018;precopy_stream_transfer_ms=160739;precopy_stream_unpack_ms=1295;precopy_stream_bytes=23122; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0026,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=966;precopy_stream_transfer_ms=130956;precopy_stream_unpack_ms=1442;precopy_stream_bytes=22574; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-precopy-0027,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3; predump_transfer_failed_3,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-precopy-0005,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=912;precopy_stream_transfer_ms=134265;precopy_stream_unpack_ms=874;precopy_stream_bytes=21963; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-precopy-0006,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=926;precopy_stream_transfer_ms=130900;precopy_stream_unpack_ms=860;precopy_stream_bytes=21755; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-precopy-0007,TEE Avg,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=905;precopy_stream_transfer_ms=127067;precopy_stream_unpack_ms=1208;precopy_stream_bytes=23080; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-postcopy-0006,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-postcopy-0011,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-direct-postcopy-0022,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-postcopy-0001,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-postcopy-0004,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-postcopy-0005,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-postcopy-0008,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-postcopy-0009,TEE Avg,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-cold-0006,TEE Avg,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-cold-0015,TEE Avg,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-cold-0027,TEE Avg,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-host-cold-0006,TEE Avg,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0000,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=871;precopy_stream_transfer_ms=229105;precopy_stream_unpack_ms=905;precopy_stream_bytes=22997; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0003,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=944;precopy_stream_transfer_ms=297356;precopy_stream_unpack_ms=915;precopy_stream_bytes=23169; restore_failed,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0008,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=938;precopy_stream_transfer_ms=325442;precopy_stream_unpack_ms=1581;precopy_stream_bytes=22536; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0009,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=912;precopy_stream_transfer_ms=286616;precopy_stream_unpack_ms=1259;precopy_stream_bytes=23086; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0012,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=977;precopy_stream_transfer_ms=268229;precopy_stream_unpack_ms=1231;precopy_stream_bytes=22389; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0022,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=1005;precopy_stream_transfer_ms=262898;precopy_stream_unpack_ms=1237;precopy_stream_bytes=22076; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0023,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=898;precopy_stream_transfer_ms=229502;precopy_stream_unpack_ms=1599;precopy_stream_bytes=22430; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-precopy-0028,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=878;precopy_stream_transfer_ms=247144;precopy_stream_unpack_ms=1094;precopy_stream_bytes=21790; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-host-precopy-0003,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=931;precopy_stream_transfer_ms=262874;precopy_stream_unpack_ms=1277;precopy_stream_bytes=22560; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-host-precopy-0007,TEE Avg,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3; predump_transfer_failed_3,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-postcopy-0008,TEE Avg,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
15-05-2026-host-postcopy-0015,TEE Avg,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-host-postcopy-0001,TEE Avg,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-host-postcopy-0004,TEE Avg,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-15_032437__6_tee_avg__02__tcp-client-migration
16-05-2026-direct-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-direct-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
