run_id,profile_label,benchmark,method_label,transfer_mode,success,notes,source_plot_dir
24-05-2026-direct-postcopy-0028,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0029,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-cold-0013,TEE Worst,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-cold-0015,TEE Worst,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-cold-0016,TEE Worst,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-cold-0022,TEE Worst,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-cold-0025,TEE Worst,TCP Client (CRIU),Cold,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0000,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=948;precopy_stream_transfer_ms=1605429;precopy_stream_unpack_ms=1888;precopy_stream_bytes=22974; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0001,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=898;precopy_stream_transfer_ms=1442603;precopy_stream_unpack_ms=1871;precopy_stream_bytes=23175; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0002,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=885;precopy_stream_transfer_ms=1197636;precopy_stream_unpack_ms=1904;precopy_stream_bytes=22056; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0003,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=841;precopy_stream_transfer_ms=1344119;precopy_stream_unpack_ms=1874;precopy_stream_bytes=21886; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0007,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=893;precopy_stream_transfer_ms=1518379;precopy_stream_unpack_ms=1900;precopy_stream_bytes=22647; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0009,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=865;precopy_stream_transfer_ms=1494247;precopy_stream_unpack_ms=1846;precopy_stream_bytes=21633; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0011,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=887;precopy_stream_transfer_ms=1321029;precopy_stream_unpack_ms=1908;precopy_stream_bytes=23005; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0018,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=875;precopy_stream_transfer_ms=1557417;precopy_stream_unpack_ms=1848;precopy_stream_bytes=21990; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0019,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=896;precopy_stream_transfer_ms=1334787;precopy_stream_unpack_ms=1863;precopy_stream_bytes=22011; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0022,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=882;precopy_stream_transfer_ms=1195498;precopy_stream_unpack_ms=1878;precopy_stream_bytes=21760; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0023,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=900;precopy_stream_transfer_ms=1109523;precopy_stream_unpack_ms=1858;precopy_stream_bytes=22495; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0025,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=899;precopy_stream_transfer_ms=1593806;precopy_stream_unpack_ms=1917;precopy_stream_bytes=22396; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-precopy-0026,TEE Worst,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=925;precopy_stream_transfer_ms=1252745;precopy_stream_unpack_ms=1879;precopy_stream_bytes=21806; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0000,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0001,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0002,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0003,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0004,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0005,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0006,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0014,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0015,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0016,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0017,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0018,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0019,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0020,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0022,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0023,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0024,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0025,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0026,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-host-postcopy-0028,TEE Worst,TCP Client (CRIU),Post-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
