run_id,technology,migration_method,network_migration,checkpoint_ms,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes
30-04-2026-host-cold-0000,CRIU,cold,yes,336,27557,7448,316,8100,0.03,x86_64,x86_64,True,True,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1,2026-04-30T00:15:49.878759,2_5G,0.0,0.0,21133.0,0.0,0.0
30-04-2026-direct-cold-0000,CRIU,cold,yes,330,27504,3427,325,4082,0.06,x86_64,x86_64,True,True,transfer_mode=direct;workload=tcp-client,2026-04-30T00:16:30.493203,2_5G,0.0,0.0,19779.0,0.0,0.0
30-04-2026-host-precopy-0000,CRIU,precopy,yes,319,50111,7612,334,8265,0.05,x86_64,x86_64,True,True,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3,2026-04-30T00:17:16.745972,2_5G,3892.0,319.0,25960.0,0.0,0.0
30-04-2026-direct-precopy-0000,CRIU,precopy,yes,298,49996,3586,351,4235,0.11,x86_64,x86_64,True,True,transfer_mode=direct;workload=tcp-client;iterations=3,2026-04-30T00:18:01.562256,2_5G,4091.0,298.0,23823.0,0.0,0.0
30-04-2026-host-postcopy-0000,CRIU,postcopy,yes,686,24734,7438,400,8524,0.03,x86_64,x86_64,True,True,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;lazy_pages_port=9999,2026-04-30T00:18:46.050838,2_5G,0.0,686.0,23512.0,4797.0,3133.0
30-04-2026-direct-postcopy-0000,CRIU,postcopy,yes,828,24921,3922,420,5170,0.05,x86_64,x86_64,True,True,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999,2026-04-30T00:19:28.690831,2_5G,0.0,828.0,22226.0,4821.0,3133.0
