run_id,technology,migration_method,network_migration,checkpoint_ms,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes
28-04-2026-direct-cold-0009,WASM,cold,no,1,2014,2452,2002,4455,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:03:03.336898,,0,1,10325,0,0
28-04-2026-direct-cold-0010,WASM,cold,no,1,2015,2482,1983,4466,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:03:19.978233,,0,1,10294,0,0
28-04-2026-direct-cold-0011,WASM,cold,no,1,2017,2742,2250,4993,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:03:37.201269,,0,1,10881,0,0
28-04-2026-direct-cold-0012,WASM,cold,no,1,2017,2529,1958,4488,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:03:53.923683,,0,1,10385,0,0
28-04-2026-direct-cold-0013,WASM,cold,no,1,2016,2481,1989,4471,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:04:10.495823,,0,1,10301,0,0
28-04-2026-direct-cold-0014,WASM,cold,no,1,2017,2518,1970,4489,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:04:27.200501,,0,1,10369,0,0
28-04-2026-direct-cold-0015,WASM,cold,no,1,2017,2734,2882,5617,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:04:45.522449,,0,1,11550,0,0
28-04-2026-direct-cold-0016,WASM,cold,no,1,2017,2472,2186,4659,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:05:03.034166,,0,1,10740,0,0
28-04-2026-direct-cold-0017,WASM,cold,no,1,2018,2884,2041,4926,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:05:20.895635,,0,1,11212,0,0
28-04-2026-direct-cold-0018,WASM,cold,no,1,2018,3242,2399,5642,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:05:39.486121,,0,1,12138,0,0
28-04-2026-direct-cold-0019,WASM,cold,no,1,2017,2441,1978,4420,0.01,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-04-28T15:05:56.102435,,0,1,10304,0,0
