run_id,technology,migration_method,network_migration,checkpoint_ms,checkpoint_us,checkpoint_ns,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes,archive_create_ms,transfer_setup_ms,transfer_send_ms,transfer_receive_ms,transfer_cleanup_ms,unpack_ms
22-05-2026-host-cold-0018,WASM,cold,no,1,152.0,151325.0,2015,652007,2297,654305,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T16:58:47.021313,7_TEE_Worst,0,1,660422,0,0,628.0,319498.0,168603.0,163315.0,589.0,284.0
22-05-2026-host-cold-0019,WASM,cold,no,1,121.0,120386.0,2019,736303,2254,738558,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T17:11:17.476003,7_TEE_Worst,0,1,744913,0,0,596.0,223508.0,297068.0,214929.0,796.0,283.0
22-05-2026-host-cold-0020,WASM,cold,no,1,143.0,142715.0,2015,816768,2333,819102,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T17:25:08.422948,7_TEE_Worst,0,1,825441,0,0,667.0,360376.0,246854.0,208943.0,593.0,287.0
22-05-2026-host-cold-0021,WASM,cold,no,1,120.0,119477.0,2016,752788,2404,755193,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T17:37:55.550391,7_TEE_Worst,0,1,761453,0,0,551.0,253858.0,260155.0,238143.0,629.0,281.0
22-05-2026-host-cold-0022,WASM,cold,no,1,120.0,119604.0,2017,642835,2264,645100,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T17:48:52.417993,7_TEE_Worst,0,1,651201,0,0,536.0,289484.0,151897.0,200869.0,583.0,301.0
22-05-2026-host-cold-0023,WASM,cold,no,1,120.0,119344.0,2014,822781,2335,825117,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T18:02:49.378389,7_TEE_Worst,0,1,831372,0,0,567.0,201612.0,385856.0,234687.0,623.0,285.0
22-05-2026-host-cold-0024,WASM,cold,no,1,122.0,121998.0,2015,645609,2341,647951,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T18:13:49.358354,7_TEE_Worst,0,1,654241,0,0,544.0,276245.0,141510.0,227264.0,588.0,295.0
22-05-2026-host-cold-0025,WASM,cold,no,1,215.0,214734.0,2013,939144,2409,941554,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T18:29:42.740374,7_TEE_Worst,0,1,947909,0,0,618.0,253904.0,328259.0,356370.0,608.0,290.0
22-05-2026-host-cold-0026,WASM,cold,no,1,121.0,120044.0,2018,925600,2235,927836,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T18:45:22.566823,7_TEE_Worst,0,1,934061,0,0,572.0,448931.0,228532.0,247554.0,580.0,284.0
22-05-2026-host-cold-0027,WASM,cold,no,1,155.0,154567.0,2016,605032,2370,607403,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T18:55:41.601570,7_TEE_Worst,0,1,613554,0,0,567.0,220984.0,146785.0,236677.0,583.0,386.0
22-05-2026-host-cold-0028,WASM,cold,no,1,138.0,137968.0,2017,666749,2267,669017,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T19:07:03.043780,7_TEE_Worst,0,1,675491,0,0,658.0,333863.0,175164.0,157124.0,597.0,283.0
22-05-2026-host-cold-0029,WASM,cold,no,1,144.0,144000.0,2018,883509,2239,885749,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-22T19:22:00.608092,7_TEE_Worst,0,1,891937,0,0,561.0,335497.0,189548.0,357864.0,597.0,282.0
