run_id,technology,migration_method,network_migration,checkpoint_ms,checkpoint_us,checkpoint_ns,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes,archive_create_ms,transfer_setup_ms,transfer_send_ms,transfer_receive_ms,transfer_cleanup_ms,unpack_ms
11-05-2026-host-cold-0040,WASM,cold,no,1,189.0,188558.0,2014,11451,2009,13461,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:36:48.639657,3_LTE,0,1,19477,0,0,621.0,6604.0,2277.0,2255.0,313.0,344.0
11-05-2026-host-cold-0041,WASM,cold,no,1,189.0,188509.0,2009,11063,1885,12949,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:37:12.958729,3_LTE,0,1,18902,0,0,599.0,6313.0,2260.0,2218.0,269.0,278.0
11-05-2026-host-cold-0042,WASM,cold,no,1,138.0,137601.0,2015,12317,1869,14187,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:37:38.507664,3_LTE,0,1,20062,0,0,564.0,6911.0,2534.0,2248.0,621.0,298.0
11-05-2026-host-cold-0043,WASM,cold,no,1,142.0,141016.0,2015,11423,1929,13353,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:38:03.654594,3_LTE,0,1,19360,0,0,558.0,6576.0,2204.0,2231.0,409.0,305.0
11-05-2026-host-cold-0044,WASM,cold,no,1,128.0,127897.0,2012,11306,1930,13237,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:38:28.849494,3_LTE,0,1,19518,0,0,564.0,6427.0,2186.0,2364.0,326.0,283.0
11-05-2026-host-cold-0045,WASM,cold,no,1,150.0,149095.0,2017,11241,1968,13210,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:38:53.859435,3_LTE,0,1,19079,0,0,570.0,6486.0,2245.0,2240.0,268.0,284.0
11-05-2026-host-cold-0046,WASM,cold,no,1,171.0,170321.0,2016,11142,1987,13130,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:39:18.700396,3_LTE,0,1,19144,0,0,613.0,6416.0,2177.0,2289.0,257.0,294.0
11-05-2026-host-cold-0047,WASM,cold,no,1,127.0,126692.0,2016,12085,2055,14141,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:39:44.338183,3_LTE,0,1,19983,0,0,572.0,6950.0,2259.0,2266.0,608.0,345.0
11-05-2026-host-cold-0048,WASM,cold,no,1,139.0,138199.0,2015,11357,1970,13328,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:40:09.326556,3_LTE,0,1,19296,0,0,572.0,6559.0,2274.0,2255.0,266.0,303.0
11-05-2026-host-cold-0049,WASM,cold,no,1,146.0,145665.0,2016,11157,2308,13466,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-11T22:40:34.963316,3_LTE,0,1,20012,0,0,570.0,6248.0,2354.0,2288.0,265.0,270.0
